Regionale kerncijfers Nederland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dinkelland;2006;26092;13216;12876;1815;1892;1905;1633;1100;6808;6789;3165;985;11358;12734;477;1523;24166;1926;1612;314;0;15;8;91;200;26076.5;9384;2064;2871;4449;2.75
Dirksland;2006;8316;4135;4181;563;612;570;522;486;2240;2157;802;364;3455;4093;298;470;7970;346;229;117;5;7;23;6;76;8318.5;3190;804;1058;1328;2.57
Doesburg;2006;11539;5676;5863;679;781;758;633;524;3293;3268;1266;337;4851;5264;781;643;9333;2206;1123;1083;9;24;130;766;154;11566;4881;1435;1560;1886;2.35
Doetinchem;2006;56755;28143;28612;3461;3544;3577;3428;2788;16350;15311;6331;1965;25249;25168;3171;3167;49104;7651;4323;3328;100;156;144;1577;1351;56496.5;23977;7328;7786;8863;2.34
Dongen;2006;25558;12807;12751;1525;1663;1609;1519;1271;7200;7217;2746;808;10775;12178;1229;1376;22319;3239;1575;1664;25;74;137;780;648;25516.5;10287;2784;3348;4155;2.44
Dongeradeel;2006;25034;12539;12495;1587;1606;1727;1673;1360;6771;6424;2927;959;11276;11299;1051;1408;23198;1836;1008;828;8;55;50;24;691;24945.5;10234;3138;3195;3901;2.41
Dordrecht;2006;118821;58189;60632;7306;7329;7175;7286;7418;34795;30520;12271;4721;54349;49207;8570;6695;87514;31307;11495;19812;2516;3136;2670;6154;5336;118681;53134;19530;14991;18613;2.2
Drechterland;2006;18539;9432;9107;1154;1303;1271;1245;981;4861;5464;1793;467;8243;8810;732;754;17210;1329;961;368;18;33;62;15;240;18567.5;7113;1693;2395;3025;2.58
Drimmelen;2006;26649;13308;13341;1418;1669;1687;1707;1149;7111;8268;2859;781;10779;13399;1048;1423;25019;1630;1238;392;26;29;25;50;262;26612;10426;2251;3824;4351;2.52
Dronten;2006;38125;19350;18775;2435;2787;2869;2809;2612;10852;9282;3588;891;17272;17680;1828;1345;32791;5334;2665;2669;444;137;303;524;1261;38153.5;15376;4346;4902;6128;2.45
Druten;2006;18022;8932;9090;1159;1297;1164;1119;870;5397;4905;1725;386;8148;8351;778;745;16065;1957;992;965;35;70;76;502;282;18068;6830;1513;2288;3029;2.57
Duiven;2006;25577;12567;13010;1661;2102;2001;1611;1014;7604;6546;2445;593;11077;12144;1289;1067;22554;3023;2110;913;32;46;185;153;497;25591;9780;2111;3083;4586;2.61
Echt-Susteren;2006;32295;16113;16182;1500;1684;1870;1853;1398;8492;10250;4112;1136;12650;15762;1801;2082;26908;5387;4620;767;88;46;69;54;510;32320;13404;3502;4722;5180;2.35
Edam-Volendam;2006;28459;14294;14165;2040;1929;1771;1637;1571;8402;7885;2570;654;12354;13773;1042;1290;26546;1913;1013;900;313;14;75;22;476;28476.5;11011;2789;3174;5048;2.56
Ede;2006;107048;52358;54690;7238;7271;7311;7599;7007;29466;26229;11257;3670;47879;48708;4953;5508;92095;14953;7477;7476;2321;269;581;1989;2316;107274;42650;13090;12691;16869;2.48
Eemnes;2006;8859;4387;4472;614;613;635;575;375;2544;2533;800;170;3990;4033;535;301;7816;1043;742;301;18;39;28;26;190;8875;3492;868;1030;1594;2.53
Eemsmond;2006;16695;8511;8184;1003;1042;1156;999;792;4327;4808;1841;727;7236;7585;851;1023;15787;908;618;290;5;43;30;18;194;16702.5;6876;2020;2312;2544;2.38
Eersel;2006;18183;9252;8931;916;1152;1373;1111;885;4665;5317;2320;444;7641;8935;709;898;16954;1229;972;257;2;16;25;16;198;18112;6872;1593;2318;2961;2.58
Eijsden;2006;11723;5861;5862;625;795;803;724;471;2934;3537;1435;399;4508;6073;507;635;10251;1472;1270;202;15;5;11;10;161;11688;4572;972;1585;2015;2.54
Eindhoven;2006;209172;105649;103523;11669;10694;10534;11085;16243;67023;49700;24084;8140;102540;78676;16338;11618;153674;55498;24197;31301;5147;2419;3609;9372;10754;209435.5;103498;46054;29145;28299;2
Elburg;2006;22086;10938;11148;1539;1576;1482;1470;1364;6247;5566;2202;640;9234;10988;771;1093;20985;1101;708;393;8;30;31;31;293;22151;8218;1915;2610;3693;2.65
Emmen;2006;108589;53647;54942;6148;6635;6372;6404;5501;29865;30010;13388;4266;44978;50739;5771;7101;97304;11285;7287;3998;355;345;422;799;2077;108710.5;46090;13516;15517;17057;2.32
Enkhuizen;2006;17715;8799;8916;999;1030;1171;1093;986;5100;4918;1781;637;7898;7655;1211;951;15431;2284;1111;1173;127;47;112;389;498;17770.5;7720;2581;2410;2729;2.27
Enschede;2006;154377;78542;75835;8794;8725;8549;9574;13637;46726;36947;16101;5324;75519;60103;9828;8927;113362;41015;19129;21886;2177;815;1906;8692;8296;154426.5;73707;30991;20859;21857;2.07
Epe;2006;32978;16238;16740;1784;2000;1972;1909;1526;8205;9598;4479;1505;12977;16355;1392;2254;29436;3542;2056;1486;58;85;60;941;342;32983.5;13351;3614;4597;5140;2.44
Ermelo;2006;26251;12875;13376;1343;1640;1779;1916;1503;6414;7285;3321;1050;11456;12067;1333;1395;23981;2270;1395;875;83;61;107;156;468;26278;10436;3344;3208;3884;2.43
Etten-Leur;2006;40322;20048;20274;2441;2453;2593;2391;2165;11887;11131;4184;1077;17183;18788;2457;1894;33375;6947;3376;3571;723;248;267;833;1500;40456.5;16607;4627;5444;6536;2.4
Ferwerderadiel;2006;8976;4604;4372;647;604;564;553;485;2414;2482;911;316;4082;4066;360;468;8549;427;290;137;14;22;17;3;81;8935;3577;973;1137;1467;2.49
Franekeradeel;2006;20887;10554;10333;1334;1407;1345;1207;1122;5592;5821;2223;836;9489;9160;1027;1211;19101;1786;1014;772;79;37;73;34;549;20729;8741;2745;2762;3234;2.34
Gaasterlân-Sleat;2006;10305;5203;5102;586;662;727;665;467;2500;2770;1424;504;4368;4903;359;675;9858;447;361;86;4;25;10;0;47;10277.5;4155;1150;1450;1555;2.45
Geertruidenberg;2006;20855;10466;10389;1204;1224;1268;1116;1076;6153;5993;2202;619;8673;9984;1058;1140;19105;1750;1197;553;37;42;124;83;267;20789.5;8462;2027;2934;3501;2.43
Geldermalsen;2006;26258;13017;13241;1801;1909;1800;1638;1270;7490;7111;2536;703;11309;12628;1018;1303;24334;1924;1164;760;260;71;62;15;352;26246;10032;2317;3298;4417;2.59
Geldrop-Mierlo;2006;37738;18631;19107;2204;2377;2331;2164;1818;10371;10662;4674;1137;15737;17671;2241;2089;32513;5225;3226;1999;199;207;276;414;903;37780.5;15965;4668;5244;6053;2.35
Gemert-Bakel;2006;27913;14104;13809;1595;1788;1928;1904;1470;7718;7906;2915;689;12194;13243;1122;1354;25833;2080;1541;539;53;22;63;38;363;27901.5;10646;2507;3432;4707;2.59
Gennep;2006;16742;8589;8153;895;1005;1009;957;736;4487;5177;1927;549;7536;7496;803;907;14337;2405;1790;615;267;19;25;63;241;16802.5;6551;1768;2171;2612;2.42
Giessenlanden;2006;14497;7320;7177;929;1035;1000;964;801;3805;4090;1489;384;5971;7371;507;648;13702;795;583;212;23;26;24;13;126;14476.5;5456;1157;1895;2404;2.65
Gilze en Rijen;2006;25266;12809;12457;1480;1640;1676;1494;1246;7063;7327;2655;685;10368;12468;1215;1215;21882;3384;1780;1604;82;67;82;859;514;25321;10097;2477;3490;4130;2.48
Goedereede;2006;11631;5770;5861;786;727;700;702;653;3158;3124;1314;467;4582;6029;352;668;11144;487;329;158;12;5;42;4;95;11638.5;4435;993;1514;1928;2.6
Goes;2006;36690;17815;18875;2010;2164;2264;2149;1801;9848;9964;4450;2040;15583;16459;2280;2368;31949;4741;2619;2122;260;97;508;182;1075;36645;16054;5540;5191;5323;2.23
Goirle;2006;22146;11010;11136;1186;1248;1374;1496;1199;5512;7039;2529;563;9018;10931;1124;1073;19926;2220;1535;685;70;79;92;220;224;22115;8752;1981;3082;3689;2.49
Gorinchem;2006;34250;16833;17417;2178;2191;1990;1887;1924;10774;8354;3613;1339;15250;14695;2324;1981;26374;7876;3169;4707;1552;169;344;1737;905;34269;15007;5387;4351;5269;2.24
Gouda;2006;71386;34791;36595;4885;4537;4618;4498;3888;20971;18382;6932;2675;32802;30375;4569;3640;56378;15008;5231;9777;6228;386;888;436;1839;71169.5;30581;10593;8819;11169;2.3
Graafstroom;2006;9730;4977;4753;726;817;798;783;598;2441;2388;884;295;4349;4719;204;458;9398;332;228;104;1;8;14;1;80;9742.5;3275;639;1007;1629;2.95
Graft-De Rijp;2006;6579;3327;3252;399;497;488;358;266;1745;1927;717;182;2824;3092;325;338;6118;461;336;125;5;21;24;5;70;6585;2616;668;884;1064;2.49
Grave;2006;12868;6558;6310;794;835;831;775;614;3714;3689;1310;306;5780;5864;649;575;11077;1791;1199;592;21;22;54;44;451;12844;4915;1216;1713;1986;2.46
's-Gravendeel;2006;8944;4481;4463;580;511;458;549;514;2530;2538;936;328;3691;4377;376;500;8191;753;386;367;2;20;24;18;303;8989.5;3733;1006;1265;1462;2.4
's-Gravenhage (gemeente);2006;475627;233638;241989;30668;27027;25590;26538;32431;157809;111540;43069;20955;248876;156884;44840;25027;261045;214582;61130;153452;24916;10928;45922;32795;38891;474784;239784;117245;53456;69083;1.96
Groenlo;2006;30021;15276;14745;1858;2023;2090;1935;1387;8140;8217;3458;913;13529;13799;996;1697;27609;2412;1652;760;225;26;59;124;326;29937;11407;2695;3883;4829;2.57
Groesbeek;2006;18826;9141;9685;950;1094;1197;1149;738;4645;5589;2565;899;7749;8913;842;1322;16587;2239;1880;359;11;40;47;28;233;18866.5;7459;1939;2554;2966;2.43
Groningen (gemeente);2006;180729;89411;91318;9059;7664;6986;11655;26581;59708;38294;14560;6222;113112;47000;12356;8261;147276;33453;17079;16374;1007;3086;3165;1173;7943;181171;104288;60036;23907;20345;1.71
Grootegast;2006;12102;6178;5924;867;892;898;770;640;3446;3003;1230;356;5524;5568;421;589;11695;407;299;108;2;7;24;4;71;12125;4517;1026;1448;2043;2.65
Gulpen-Wittem;2006;14954;7509;7445;641;795;884;870;657;3700;4864;2004;539;5612;7764;637;941;12966;1988;1797;191;24;14;8;1;144;14897.5;6139;1488;2230;2421;2.41
Haaksbergen;2006;24344;12243;12101;1515;1543;1531;1451;1050;6504;6937;3058;755;10075;11991;876;1402;21474;2870;1807;1063;76;13;31;647;296;24346;9477;2227;3243;4007;2.54
Haaren;2006;13833;7011;6822;770;956;1010;877;556;3520;4214;1584;346;6026;6653;495;659;13081;752;549;203;15;21;25;6;136;13802.5;5035;1104;1760;2171;2.63
Haarlem;2006;147015;71245;75770;8932;7935;7621;7558;8403;46545;37696;15888;6437;73010;53476;11950;8579;112824;34191;15345;18846;4175;868;1973;6185;5645;146987.5;71636;31873;18784;20979;2.02
Haarlemmerliede en Spaarnwoude;2006;5489;2710;2779;281;371;418;380;241;1374;1669;604;151;2460;2510;276;243;4902;587;354;233;8;8;71;17;129;5466.5;2218;598;677;943;2.47
Haarlemmermeer;2006;135136;67379;67757;10073;9267;8556;7921;6721;43605;34804;10984;3205;62581;59560;7802;5193;107037;28099;13458;14641;2109;972;3844;1664;6052;136695.5;54818;14845;16480;23493;2.45
Haelen;2006;9980;4909;5071;485;606;660;601;393;2526;3013;1253;443;3971;4973;439;597;8862;1118;940;178;9;11;12;24;122;9942.5;3972;925;1486;1561;2.44
Halderberge;2006;29482;14747;14735;1532;1741;1778;1718;1423;7808;8994;3553;935;11372;14989;1422;1699;26108;3374;1575;1799;780;92;181;288;458;29406.5;11906;2784;4296;4826;2.45
Hardenberg;2006;57909;29257;28652;3961;4066;4157;3904;3200;16038;14576;6267;1740;25706;27435;1734;3034;54766;3143;2208;935;39;90;92;73;641;58007;21343;4896;6735;9712;2.68
Harderwijk;2006;41388;20396;20992;2745;2773;2629;2782;2425;12147;10456;4068;1363;18257;18812;2238;2081;34944;6444;2445;3999;996;80;174;1920;829;41733.5;16677;4954;4917;6806;2.45
Hardinxveld-Giessendam;2006;17775;8780;8995;1229;1268;1326;1263;1064;4935;4213;1811;666;7457;8927;456;935;16980;795;477;318;57;14;29;37;181;17734;6548;1545;2085;2918;2.71
Haren;2006;19107;9039;10068;981;1215;1317;1146;546;4011;5595;2877;1419;7672;8928;1021;1486;16836;2271;1600;671;10;47;49;39;526;18958;8356;2828;2838;2690;2.23
Harenkarspel;2006;15754;8035;7719;1078;1153;1104;967;775;4320;4579;1375;403;7455;6996;654;649;14707;1047;762;285;13;23;57;14;178;15832;6176;1651;1914;2611;2.54
Harlingen;2006;15642;7828;7814;875;886;1051;972;798;4095;4499;1770;696;6882;6720;1067;973;13823;1819;1188;631;124;28;66;53;360;15553.5;6765;2236;2167;2362;2.24
Hattem;2006;11702;5687;6015;724;758;793;733;563;2990;3195;1498;448;4636;5997;360;709;10950;752;486;266;12;13;19;49;173;11666;4655;1189;1629;1837;2.49
Heel;2006;8277;4163;4114;387;465;446;465;359;2040;2819;1047;249;3457;3978;394;448;7374;903;772;131;9;12;6;13;91;8301.5;3114;673;1194;1247;2.45
Heemskerk;2006;37423;18304;19119;1990;2174;2635;2463;2021;9770;10128;4977;1265;15996;16870;2428;2129;30834;6589;3552;3037;210;132;301;983;1411;37714.5;15791;4844;5012;5935;2.34
Heemstede;2006;25650;11985;13665;1422;1592;1585;1520;825;5358;7725;3890;1733;10679;11298;1796;1877;21377;4273;3089;1184;111;127;170;117;659;25612.5;11086;3932;3372;3782;2.23
Heerde;2006;18330;9128;9202;1100;1117;1162;1176;936;4717;5131;2217;774;7287;9347;533;1163;17036;1294;658;636;12;12;21;67;524;18171.5;7209;1867;2408;2934;2.5
Heerenveen;2006;42757;20944;21813;2475;2570;2528;2584;2200;11696;11318;5208;2178;18709;18745;2483;2820;38260;4497;2305;2192;305;131;275;481;1000;42766.5;18901;6313;6250;6338;2.24
Heerhugowaard;2006;49444;25018;24426;3613;3374;3089;3076;2737;15809;12770;3986;990;23200;21685;2882;1677;41385;8059;3869;4190;496;453;738;828;1675;49622;19667;5091;6344;8232;2.47
Heerlen;2006;91499;44992;46507;4168;4376;4876;5280;5484;25054;25917;12216;4128;38502;37789;8569;6639;66348;25151;18556;6595;2344;626;362;558;2705;91018;44309;18123;12754;13432;2.03
Heeze-Leende;2006;15150;7657;7493;802;963;1052;897;644;3621;4590;2082;499;6133;7568;622;827;13942;1208;932;276;15;24;10;13;214;15151.5;5871;1381;2042;2448;2.53
Heiloo;2006;22123;10877;11246;1327;1419;1399;1157;810;5284;6345;3425;957;8927;10742;1154;1300;19803;2320;1620;700;18;93;82;15;492;22051;9295;2748;3217;3330;2.34
Helden;2006;19589;9902;9687;1091;1262;1427;1292;849;5288;5621;2199;560;8338;9581;719;951;17721;1868;1072;796;347;11;29;280;129;19567.5;7365;1605;2514;3246;2.6
Den Helder;2006;58957;29200;29757;3134;3253;3624;3641;3390;16539;16748;6548;2080;25599;25092;4869;3397;48283;10674;5710;4964;151;1293;724;244;2552;58592;26658;9536;8070;9052;2.16
Hellendoorn;2006;36152;18088;18064;2371;2198;2205;2316;1966;9594;9947;4308;1247;15233;17617;1175;2127;34027;2125;1500;625;17;16;53;175;364;36099;13765;3230;4552;5983;2.59
Hellevoetsluis;2006;40004;19894;20110;2243;2362;2538;2635;2209;11378;12006;3474;1159;16640;18646;2839;1879;33226;6778;3651;3127;113;614;530;802;1068;39818.5;16680;4486;5475;6719;2.38
Helmond;2006;85682;42946;42736;5994;5708;5107;4835;4552;27419;21571;8241;2255;37610;37948;5973;4151;67589;18093;8548;9545;3230;636;640;2357;2682;85871.5;36445;11054;11376;14015;2.34
Hendrik-Ido-Ambacht;2006;24458;12031;12427;1747;1775;1754;1607;1158;7229;5969;2523;696;10318;11988;1021;1131;21795;2663;1522;1141;172;96;261;170;442;24641.5;9350;2062;3136;4152;2.6
Hengelo (O.);2006;81299;40297;41002;5202;5052;4820;4711;4663;23889;20486;9410;3066;36857;34911;4686;4845;64733;16566;8000;8566;211;482;423;4748;2702;81364;36219;12939;11004;12276;2.22
's-Hertogenbosch;2006;134717;66243;68474;8092;7775;7505;7586;8199;42980;34795;13769;4016;64940;53727;9333;6717;109850;24867;11550;13317;4171;936;1827;2675;3708;135182.5;61451;23246;17891;20314;2.16
Heumen;2006;16827;8321;8506;1042;1221;1264;1034;610;4283;4986;1986;401;7191;7991;907;738;14881;1946;1477;469;22;76;50;22;299;16750;6558;1551;2158;2849;2.54
Heusden;2006;43103;21717;21386;2552;2857;2951;2918;2141;12137;11952;4518;1077;18369;20722;2027;1985;38221;4882;2422;2460;328;127;157;1134;714;42993;16724;3833;5499;7392;2.56
Heythuysen;2006;12220;6144;6076;716;731;738;785;537;3235;3672;1354;452;5197;5931;513;579;10786;1434;1125;309;26;11;18;7;247;12238.5;4798;1126;1685;1987;2.48
Hillegom;2006;20317;9989;10328;1192;1151;1233;1316;1034;5575;5667;2299;850;8872;9056;1182;1207;17715;2602;1643;959;214;68;93;84;500;20306;8498;2593;2637;3268;2.35
Hilvarenbeek;2006;15069;7667;7402;918;1053;1083;946;659;4080;4305;1632;393;6431;7421;501;716;14139;930;747;183;6;14;17;5;141;15088;5713;1277;1928;2508;2.61
Hilversum;2006;83652;40417;43235;5061;4682;4501;4265;4371;24505;21420;10359;4488;38915;33229;6231;5277;66391;17261;9031;8230;2148;489;613;2218;2762;83660.5;39351;16156;11111;12084;2.09
Hof van Twente;2006;35041;17387;17654;2075;2269;2222;1933;1535;8968;9784;4793;1462;14213;17149;1223;2456;32065;2976;1930;1046;12;32;28;405;569;35089;14053;3769;4737;5547;2.48
Hoogeveen;2006;54150;26894;27256;3311;3425;3196;3422;3258;14618;14310;6495;2115;23152;25047;2596;3355;49497;4653;2938;1715;57;124;184;278;1072;54266.5;22277;6509;7156;8612;2.4
Hoogezand-Sappemeer;2006;34513;16974;17539;1945;2089;2019;1991;1766;9481;9577;4324;1321;14933;15048;2239;2293;28633;5880;2312;3568;239;348;1357;1048;576;34452.5;14979;4797;4931;5251;2.25
Hoorn;2006;67846;33384;34462;4378;4386;4252;4257;3910;20145;18486;5930;2102;32082;27466;5151;3147;54585;13261;5240;8021;1145;841;1929;1450;2656;68010;29435;9822;8414;11199;2.28
Horst aan de Maas;2006;28750;14507;14243;1724;1909;2102;1822;1256;7735;8094;3263;845;12452;13718;1109;1471;26491;2259;1622;637;59;23;58;66;431;28801;11068;2596;3719;4753;2.56
Houten;2006;44499;21945;22554;3470;3297;3506;3467;2131;13256;11457;2957;958;21484;19407;2166;1442;38895;5604;2991;2613;323;250;752;144;1144;45033.5;16667;3930;4535;8202;2.65
Huizen;2006;42091;20436;21655;2480;2591;2851;2969;2032;10971;12538;4258;1401;18271;18794;3077;1949;34421;7670;4122;3548;1246;202;267;637;1196;42009;17542;5445;5051;7046;2.38
Hulst;2006;27893;13925;13968;1431;1704;1616;1362;1011;7599;8263;3640;1267;10875;13623;1628;1767;21493;6400;5876;524;53;34;39;44;354;27953;12028;3480;4315;4233;2.28
Hunsel;2006;6203;3126;3077;363;442;469;388;235;1702;1819;652;133;2529;3171;214;289;5493;710;632;78;9;4;4;2;59;6198;2350;472;774;1104;2.63
IJsselstein;2006;33976;16609;17367;2794;2493;2327;1984;1555;11353;8125;2572;773;16145;14524;2004;1303;27581;6395;2398;3997;1330;253;1101;338;975;33985;13649;3705;4027;5917;2.47
Jacobswoude;2006;10797;5496;5301;669;674;702;706;540;2818;3268;1141;279;4640;5256;423;478;10039;758;537;221;0;20;28;2;171;10743;4215;957;1424;1834;2.55
Kampen;2006;49295;24454;24841;3668;3443;3368;3354;3269;14186;11560;4801;1646;22355;22663;1850;2427;45407;3888;1782;2106;39;101;83;1007;876;49327;19436;5710;5820;7906;2.51
Kapelle;2006;11755;5799;5956;785;819;838;728;557;3133;3187;1210;498;4792;5873;472;618;10985;770;559;211;7;26;43;10;125;11878;4513;1022;1555;1936;2.57
Katwijk;2006;60932;30325;30607;4125;4086;4343;4492;4021;17163;14856;5962;1884;26827;28803;2335;2967;55953;4979;2741;2238;360;94;174;320;1290;61021.5;22702;5721;6712;10269;2.65
Kerkrade;2006;49323;24416;24907;1965;2112;2480;2827;2569;12858;15375;6956;2181;18268;23086;4100;3869;33154;16169;14377;1792;426;216;48;216;886;49046;22891;7850;7513;7528;2.12
Kessel;2006;4255;2179;2076;263;254;281;257;188;1184;1238;465;125;1751;2132;151;221;3894;361;303;58;3;2;6;0;47;4261;1690;362;621;707;2.52
Kollumerland en Nieuwkruisland;2006;13116;6705;6411;843;822;906;851;772;3652;3416;1438;416;5942;6041;465;668;12700;416;300;116;7;10;27;2;70;13123.5;5187;1391;1685;2111;2.49
Korendijk;2006;10886;5460;5426;722;726;715;739;530;2855;3163;1116;320;4515;5405;455;511;10252;634;437;197;3;36;31;3;124;10868;4163;946;1471;1746;2.6
Krimpen aan den IJssel;2006;28783;14111;14672;1685;1834;1938;1896;1419;7127;7981;3902;1001;11624;14116;1341;1702;25302;3481;2177;1304;127;138;262;134;643;28751;11323;2827;3884;4612;2.49
Laarbeek;2006;21771;11055;10716;1311;1387;1411;1366;1101;5874;6287;2427;607;9214;10684;843;1030;20337;1434;1119;315;7;30;48;31;199;21759.5;8366;1846;2869;3651;2.57
Landerd;2006;14744;7535;7209;895;1073;999;936;746;3898;4261;1514;422;6532;6987;485;740;13866;878;597;281;10;20;27;14;210;14742.5;5405;1155;1731;2519;2.69
Landgraaf;2006;39189;19327;19862;1773;1956;2180;2295;1909;10180;12475;5096;1325;14752;19054;2746;2637;29723;9466;8431;1035;87;71;42;152;683;39027.5;17055;4914;5903;6238;2.25
Landsmeer;2006;10301;5014;5287;530;657;668;653;442;2495;3207;1297;352;4277;4930;551;543;9103;1198;776;422;19;22;130;20;231;10282.5;4246;1090;1393;1763;2.41
Langedijk;2006;25931;12933;12998;1726;1898;1834;1787;1378;7049;7381;2247;631;11809;11877;1194;1051;23511;2420;1454;966;256;109;102;49;450;25932.5;9959;2280;3249;4430;2.59
Laren (NH.);2006;11005;5121;5884;564;596;608;518;286;2178;3354;1950;951;4008;5089;833;1075;9171;1834;1438;396;9;34;45;17;291;10992;4822;1700;1626;1496;2.17
Leek;2006;18936;9386;9550;1064;1220;1308;1241;891;4987;5410;2132;683;8192;8750;960;1034;17646;1290;842;448;13;30;111;55;239;19063;7566;1964;2575;3027;2.45
Leerdam;2006;20809;10258;10551;1356;1382;1367;1400;1310;5568;5465;2134;827;8877;9700;988;1244;16542;4267;1638;2629;292;28;96;1850;363;20748.5;8178;2281;2436;3461;2.51
Leeuwarden;2006;91817;44848;46969;5008;4669;4868;5945;9182;27087;21695;9430;3933;48702;31226;6692;5197;77198;14619;6509;8110;959;840;1307;408;4596;92079.5;47018;22095;12844;12079;1.93
Leeuwarderadeel;2006;10493;5279;5214;594;719;818;756;444;2690;3134;1030;308;4580;5073;401;439;9798;695;438;257;18;29;30;11;169;10452.5;4024;881;1440;1703;2.56
Leiden;2006;118069;57542;60527;6511;5899;5833;6823;11415;40362;27519;9716;3991;65519;39666;7486;5398;87464;30605;13824;16781;4946;1335;1986;2205;6309;117777;61524;31557;14280;15687;1.89
